   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
          0.00077741,             0.10131,          0.00069927,          0.00023447,             0.14077,             0.08964,            0.041805,             0.00698,             0.01376,             0.95636,             0.00057,              3.3325,             0.87634,             0.10941,             0.06472,             0.41513,             0.94811,              1.0386,             0.87608,                 0.2,              4.0935,                   0,             0.01432,             0.56786,              0.3867,                   0,             0.09233,             0.42399,                   0,                   0,                   0,                 0.5,             0.86576,                   0,                   0,              3.7617
          0.00082069,             0.12092,          0.00074672,          0.00015631,             0.10947,            0.093493,            0.045998,             0.00792,             0.01051,             0.93983,             0.00048,              3.2168,                0.95,             0.10702,             0.04948,             0.40996,              1.0853,              1.0668,             0.93782,                 0.2,              4.4285,                   0,             0.01306,              0.7334,             0.36172,                   0,             0.09573,             0.44105,                   0,                   0,                   0,                 0.5,             0.82793,                   0,                   0,              3.0163
          0.00096759,             0.10458,           0.0008185,          0.00026616,             0.10839,            0.086749,            0.047298,             0.00748,             0.01235,             0.95401,             0.00044,              3.0766,             0.85093,             0.10876,             0.04984,             0.42532,              1.0735,              1.0708,             0.81534,                 0.2,              3.8655,                   0,             0.01518,             0.73844,             0.36035,                   0,             0.09769,             0.40526,                   0,                   0,                   0,                 0.5,             0.79078,                   0,                   0,              4.1291
          0.00070979,             0.10458,           0.0007499,          0.00023318,             0.11218,            0.092123,            0.049747,             0.00752,             0.01232,             0.95876,             0.00048,              3.1255,             0.90745,              0.1107,             0.05161,             0.45605,              1.0482,              1.0402,             0.90225,                 0.2,              4.0531,                   0,             0.01478,             0.73844,             0.35973,                   0,             0.09561,             0.42056,                   0,                   0,                   0,                 0.5,              0.7713,                   0,                   0,              3.8232
          0.00015058,            0.019231,          8.6006e-05,          1.5387e-05,             0.13107,             0.09374,            0.044429,             0.00748,             0.01135,             0.95899,             0.00056,              1.9249,             0.78479,             0.13467,             0.06017,             0.47058,             0.87296,              1.0991,             0.86584,                 0.2,              4.0737,                   0,             0.01238,             0.74764,             0.35505,                   0,             0.08081,             0.39297,                   0,                   0,                   0,                 0.5,             0.75731,                   0,                   0,              5.0105
          0.00080759,             0.10458,          0.00080217,          0.00025382,             0.11366,             0.09127,            0.050362,             0.00748,             0.01236,             0.95628,             0.00048,              3.1232,             0.90758,             0.10941,             0.05229,             0.46159,              1.0485,              1.0396,             0.89308,                 0.2,              4.0667,                   0,             0.01477,             0.73832,             0.35491,                   0,             0.09572,             0.42046,                   0,                   0,                   0,                 0.5,              0.7715,                   0,                   0,              3.7666
          0.00072731,             0.10458,          0.00065595,          0.00021138,             0.10511,             0.09397,             0.05168,             0.00777,             0.01128,             0.95636,             0.00048,              3.5564,             0.88527,             0.11729,             0.04834,             0.42863,              1.1854,              1.0386,             0.92551,                 0.2,              3.8472,                   0,              0.0157,             0.83193,             0.35767,                   0,             0.09274,             0.42056,                   0,                   0,                   0,                 0.5,             0.74545,                   0,                   0,              3.6751
                   0,                   0,                   0,                   0,             0.11215,            0.077743,            0.049462,             0.00657,              0.0143,                0.98,             0.00048,              3.9115,             0.93311,             0.10941,              0.0523,             0.37902,              1.3052,              1.1288,             0.71971,                 0.2,              3.0215,                   0,             0.01269,             0.73844,             0.35505,                   0,             0.09158,             0.42056,                   0,                   0,                   0,                 0.5,             0.82844,                   0,                   0,                   2
          0.00082069,             0.12092,          0.00082662,          0.00017156,             0.11622,            0.093984,            0.056156,             0.00757,             0.01235,                0.98,             0.00052,              3.5621,                0.95,             0.10268,              0.0523,             0.52666,              1.0188,              1.1601,             0.85129,                 0.2,              4.7662,                   0,             0.01561,                 0.9,             0.38287,                   0,             0.09573,             0.40171,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.4036
          0.00070979,             0.10458,          0.00075489,          0.00024526,             0.13183,            0.087691,            0.048963,             0.00748,             0.01053,                0.98,             0.00048,              3.9707,                0.95,             0.10363,             0.06021,             0.45396,               1.034,             0.92777,             0.96472,                 0.2,              4.9188,                   0,             0.01959,             0.83883,             0.45531,                   0,             0.08685,             0.37186,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.7006
          0.00073197,             0.10784,          0.00068677,          0.00023865,            0.089955,            0.078606,            0.044269,             0.00932,                0.01,                0.98,             0.00036,               2.998,             0.90745,             0.10941,             0.04201,             0.46159,             0.89094,             0.93584,             0.82897,                 0.2,              3.5294,                   0,              0.0199,             0.62558,             0.47701,                   0,               0.107,             0.42056,                   0,                   0,                   0,                 0.5,             0.95563,                   0,                   0,              5.6233
          0.00082069,             0.12092,          0.00074102,          0.00015733,             0.11981,             0.08846,             0.04884,              0.0072,             0.01217,             0.95636,             0.00049,              3.2705,             0.89597,               0.104,             0.05423,              0.4477,              1.0482,              1.0433,             0.90676,                 0.2,              4.1399,                   0,             0.01638,             0.73844,             0.35505,                   0,             0.09156,             0.43917,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              2.5398
          0.00082069,             0.12092,          0.00078698,          0.00016576,             0.11466,            0.095483,            0.043621,             0.00773,             0.01163,                0.98,             0.00052,              3.1255,                0.95,             0.10803,             0.05188,             0.39983,              1.0482,              1.1349,             0.89295,                 0.2,              4.3836,                   0,             0.01478,             0.62802,             0.35505,                   0,             0.09685,             0.42984,                   0,                   0,                   0,                 0.5,             0.74339,                   0,                   0,              2.9558
          0.00079851,             0.11765,          0.00069057,          0.00015055,             0.12316,            0.068813,            0.047635,             0.00447,             0.01296,                0.98,             0.00067,              3.1255,             0.89615,             0.11827,             0.05757,             0.42487,              1.0853,             0.91287,             0.80871,                 0.2,              2.9083,                   0,             0.00973,                 0.9,             0.41187,                   0,             0.09898,             0.39816,                   0,                   0,                   0,                 0.5,              0.7938,                   0,                   0,              2.7237
          0.00076256,             0.10458,          0.00089424,          0.00028929,             0.12666,            0.092879,            0.053477,             0.00814,             0.01329,             0.95636,             0.00048,              2.4097,             0.91445,             0.10334,             0.05924,             0.54649,             0.91407,              1.1566,             0.80847,                 0.2,              3.2917,                   0,             0.01664,              0.7168,             0.34965,                   0,             0.10377,             0.42673,                   0,                   0,                   0,                 0.5,             0.62571,                   0,                   0,              3.7617
                   0,                   0,                   0,                   0,             0.11527,             0.10139,            0.043734,             0.00725,             0.01365,             0.95636,             0.00047,              2.9093,             0.80306,             0.10941,             0.05247,              0.4215,               0.985,              1.1517,             0.89691,                 0.2,              4.9406,                   0,             0.01276,             0.73844,             0.43887,                   0,             0.09816,             0.42056,                   0,                   0,                   0,                 0.5,             0.66253,                   0,                   0,              3.7617
          0.00080442,             0.10458,           0.0012409,           0.0003332,             0.12933,             0.09051,            0.049863,             0.00677,             0.01454,                0.98,             0.00051,              3.1307,             0.89484,             0.10341,             0.05963,             0.42217,              1.1561,              1.1484,             0.78666,                 0.2,              3.7879,                   0,              0.0151,             0.59506,             0.43645,                   0,             0.10938,             0.42339,                   0,                   0,                   0,                 0.5,             0.67915,                   0,                   0,              3.8805
          0.00092145,             0.10458,          0.00084914,           0.0002812,             0.13084,             0.08997,            0.050604,             0.00669,             0.01469,             0.97925,             0.00051,              3.1307,             0.88992,             0.10244,             0.06034,             0.42245,               1.176,              1.1433,             0.78666,                 0.2,              3.7445,                   0,              0.0151,              0.6102,             0.44739,                   0,             0.11101,             0.43706,                   0,                   0,                   0,                 0.5,             0.67571,                   0,                   0,              3.7868
          0.00081078,             0.10458,          0.00075335,          0.00024323,              0.1284,            0.089825,            0.048807,             0.00677,             0.01398,                0.98,             0.00049,              2.9497,             0.85041,             0.10341,             0.05963,             0.41908,              1.1361,              1.1484,             0.78518,                 0.2,              3.4834,                   0,             0.01491,             0.59568,             0.41377,                   0,             0.10349,             0.42339,                   0,                   0,                   0,                 0.5,             0.65122,                   0,                   0,              3.8876
          0.00015571,            0.019231,          8.8684e-05,          1.5872e-05,             0.13222,             0.11028,            0.056268,             0.00661,             0.01454,             0.93714,             0.00057,              3.3513,             0.75547,             0.12199,              0.0613,               0.465,              1.1897,              1.4107,             0.78666,                 0.2,              3.4953,                   0,             0.01931,             0.53938,             0.41825,                   0,             0.10306,             0.38592,                   0,                   0,                   0,                 0.5,               0.755,                   0,                   0,              4.8876
                   0,                   0,                   0,                   0,             0.12944,            0.091942,            0.048867,             0.00677,             0.01454,                0.98,             0.00053,              3.2299,             0.85911,             0.10505,             0.05962,             0.41421,              1.1544,              1.1669,             0.78844,                 0.2,              3.7879,                   0,              0.0151,             0.57877,             0.43305,                   0,              0.1132,             0.44451,                   0,                   0,                   0,                 0.5,              0.6879,                   0,                   0,              3.9111
          0.00015828,            0.019231,          9.2726e-05,          1.6502e-05,             0.13671,            0.095263,            0.053432,             0.00677,             0.01525,             0.92818,             0.00047,               2.872,                0.95,             0.09727,              0.0629,             0.41287,              1.2903,              1.1484,             0.83359,                 0.2,              4.0621,                   0,              0.0151,             0.59541,             0.46987,                   0,             0.11262,             0.39241,                   0,                   0,                   0,                 0.5,             0.73606,                   0,                   0,              4.9724
          0.00070979,             0.10458,          0.00073426,           0.0002309,             0.12941,            0.084462,            0.044851,             0.00658,             0.01494,             0.94827,             0.00047,              3.0423,             0.91948,             0.10194,             0.05963,             0.38304,              1.1438,               1.115,             0.75246,                 0.2,              3.7879,                   0,             0.01481,             0.59506,             0.43645,                   0,             0.11203,             0.44636,                   0,                   0,                   0,                 0.5,             0.63837,                   0,                   0,               3.932
           0.0001414,            0.019231,          8.2757e-05,          1.4731e-05,             0.13018,             0.10271,            0.041157,             0.00761,             0.01941,                0.98,             0.00055,              2.7046,             0.93424,             0.09987,             0.05963,             0.35872,              1.1151,              1.2336,             0.83744,                 0.2,              4.5652,                   0,             0.01257,              0.5609,             0.31178,                   0,             0.09804,             0.41123,                   0,                   0,                   0,                 0.5,             0.76309,                   0,                   0,              4.6398
           0.0001414,            0.019231,          8.2349e-05,          1.4671e-05,             0.13911,            0.086809,            0.042935,              0.0069,             0.01614,                0.98,             0.00053,              3.4038,             0.93626,             0.10626,             0.06413,             0.35598,              1.1853,              1.1809,              0.7244,                 0.2,              3.7891,                   0,             0.01472,             0.58938,             0.42171,                   0,             0.10608,             0.42176,                   0,                   0,                   0,                 0.5,             0.66223,                   0,                   0,              5.1087
          0.00081724,             0.10458,          0.00072492,           0.0002343,             0.11797,            0.087435,            0.044221,             0.00677,             0.01522,                0.98,             0.00047,               3.164,             0.86694,             0.10341,             0.05413,             0.37653,               1.148,              1.1808,             0.73339,                 0.2,              4.1911,                   0,             0.01364,             0.64316,             0.39735,                   0,               0.119,             0.47606,                   0,                   0,                   0,                 0.5,             0.64312,                   0,                   0,              3.8805
                   0,                   0,                   0,                   0,             0.12624,             0.09507,            0.053342,             0.00649,             0.01508,             0.95785,             0.00052,              3.1823,             0.88677,             0.10596,             0.05829,             0.43708,              1.2029,              1.1796,             0.81045,                 0.2,              3.6123,                   0,             0.01449,             0.58386,             0.43459,                   0,             0.10732,             0.42506,                   0,                   0,                   0,                 0.5,             0.69257,                   0,                   0,              3.9947
           0.0008547,             0.10458,          0.00096314,          0.00030739,              0.1294,            0.083668,             0.05236,             0.00667,             0.01411,                0.98,             0.00051,              3.1928,             0.92574,             0.10125,              0.0598,             0.42217,              1.2269,              1.1293,             0.73102,                 0.2,              3.6665,                   0,             0.01531,             0.60274,             0.43645,                   0,             0.10442,             0.43015,                   0,                   0,                   0,                 0.5,             0.67915,                   0,                   0,              3.5987
          0.00071225,             0.10458,          0.00072686,          0.00023111,             0.15698,             0.11499,            0.047362,             0.00681,             0.01454,                0.98,             0.00054,              2.3843,             0.89484,             0.10681,             0.07189,             0.37024,              1.2735,              1.4544,             0.78666,                 0.2,              4.4992,                   0,             0.01557,             0.68641,             0.46451,                   0,             0.10882,             0.42339,                   0,                   0,                   0,                 0.5,             0.51517,                   0,                   0,              4.2399
          0.00091575,             0.11765,          0.00079638,          0.00016966,             0.14432,            0.080895,            0.046383,             0.00595,              0.0178,             0.93027,             0.00055,              3.1307,             0.59873,             0.11857,             0.06897,             0.50017,             0.85425,              1.1031,             0.81038,                 0.2,              2.5361,                   0,             0.01249,             0.62636,             0.34005,                   0,             0.09705,             0.48513,                   0,                   0,                   0,                 0.5,             0.64171,                   0,                   0,              3.0703
          0.00082069,             0.12092,          0.00090138,          0.00018432,             0.11675,            0.084911,            0.046214,              0.0062,             0.01223,                0.98,             0.00049,              2.9823,             0.90468,             0.11976,              0.0541,             0.41696,              1.0699,              1.1484,             0.78331,                 0.2,              3.1983,                   0,             0.01629,             0.54705,             0.33703,                   0,             0.11736,             0.40521,                   0,                   0,                   0,                 0.5,             0.67915,                   0,                   0,              3.1452
                   0,                   0,                   0,                   0,              0.1293,             0.10401,            0.044062,             0.00677,             0.01454,             0.93376,             0.00055,              3.5672,             0.92015,             0.12517,             0.06043,             0.36657,              1.1824,              1.2559,             0.79222,                 0.2,              4.4797,                   0,             0.01217,             0.59506,             0.46178,                   0,             0.13324,             0.42282,                   0,                   0,                   0,                 0.5,             0.83223,                   0,                   0,              6.8773
                   0,                   0,                   0,                   0,             0.12814,             0.13609,            0.051479,             0.00751,             0.01117,                0.98,             0.00047,              3.6075,             0.84505,             0.10658,             0.06024,             0.40437,              1.2674,              1.2862,              1.0498,                 0.2,              3.7879,                   0,             0.01261,             0.42745,             0.35748,                   0,             0.09511,             0.42339,                   0,                   0,                   0,                 0.5,             0.67915,                   0,                   0,              6.6464
          0.00079851,             0.11765,          0.00069546,          0.00014962,             0.12084,            0.070365,            0.056491,              0.0079,             0.01446,                0.98,             0.00051,               3.453,             0.83981,             0.09721,             0.05486,             0.47211,              1.1743,             0.96233,             0.76268,                 0.2,              3.7879,                   0,              0.0151,             0.59433,             0.43645,                   0,             0.11622,             0.41184,                   0,                   0,                   0,                 0.5,             0.74524,                   0,                   0,              3.3501
          0.00080442,             0.10458,          0.00072937,           0.0002332,             0.15233,            0.091996,            0.048188,             0.00737,             0.01369,                0.98,             0.00054,              3.1307,             0.88693,             0.10997,             0.07039,             0.42217,              1.1086,              1.1484,             0.80319,                 0.2,              3.6199,                   0,             0.01314,             0.59506,             0.42783,                   0,             0.11381,             0.43609,                   0,                   0,                   0,                 0.5,             0.63852,                   0,                   0,              3.8805
                   0,                   0,                   0,                   0,             0.11857,             0.10652,            0.060972,             0.00822,             0.01454,                0.98,             0.00043,              3.1307,             0.74975,             0.11219,             0.05963,             0.54376,              1.0836,              1.6101,             0.78666,                 0.2,                   2,                   0,             0.01494,             0.46567,             0.30907,                   0,             0.09374,             0.48926,                   0,                   0,                   0,                 0.5,             0.72621,                   0,                   0,                   2
                   0,                   0,                   0,                   0,             0.12434,            0.097233,            0.054829,             0.00571,              0.0106,             0.93198,             0.00055,              3.6107,             0.53962,              0.0902,             0.05963,             0.45978,              1.1691,               1.279,             0.78666,                 0.2,              2.6095,                   0,             0.01476,             0.70448,             0.48425,                   0,             0.10938,             0.36788,                   0,                   0,                   0,                 0.5,             0.57205,                   0,                   0,                4.32
          0.00073197,             0.10784,          0.00066495,          0.00022952,             0.11386,            0.085677,            0.049156,             0.00665,             0.01504,                0.98,             0.00041,              2.5326,                0.95,             0.11015,              0.0524,             0.44709,              1.0588,               1.075,             0.77537,                 0.2,              4.8329,                   0,             0.01584,             0.64698,             0.43645,                   0,             0.08285,             0.45183,                   0,                   0,                   0,                 0.5,             0.60921,                   0,                   0,              5.8052
           0.0008547,             0.10458,          0.00089485,          0.00027956,              0.1027,             0.07061,            0.070441,             0.00677,             0.01513,             0.95628,             0.00049,              2.7944,             0.89484,             0.08934,             0.04731,              0.4852,              1.4793,             0.89901,             0.78666,                 0.2,               3.761,                   0,             0.01612,             0.59506,             0.44055,                   0,             0.10341,             0.47477,                   0,                   0,                   0,                 0.5,             0.65732,                   0,                   0,              3.6759
           0.0007654,             0.10458,          0.00064297,          0.00021135,              0.1294,            0.088322,            0.049336,             0.00666,             0.01454,                0.98,             0.00051,              3.1682,             0.89885,              0.1073,             0.05958,              0.4159,              1.1622,              1.1244,             0.78366,                 0.2,               3.894,                   0,             0.01547,             0.59506,             0.44353,                   0,             0.11051,             0.42339,                   0,                   0,                   0,                 0.5,             0.67915,                   0,                   0,              3.8988
                   0,                   0,                   0,                   0,             0.11962,            0.084896,            0.042099,             0.00677,              0.0131,                0.98,             0.00051,              2.5836,             0.89484,             0.10117,             0.05511,             0.39442,              1.0201,              1.1035,             0.76573,                 0.2,              3.7879,                   0,              0.0151,             0.54263,             0.43645,                   0,             0.10385,             0.37268,                   0,                   0,                   0,                 0.5,             0.60582,                   0,                   0,              3.7576
          0.00091144,             0.11765,          0.00082361,          0.00017647,             0.12315,            0.090269,            0.050736,             0.00674,             0.01572,             0.90957,             0.00047,              2.9468,             0.70138,             0.10341,             0.05538,             0.39626,              1.2738,              1.3556,             0.68386,                 0.2,              4.5224,                   0,             0.01744,             0.62398,             0.43081,                   0,             0.11158,             0.42339,                   0,                   0,                   0,                 0.5,             0.57579,                   0,                   0,              3.4836
           0.0007274,             0.10458,            0.001136,          0.00032348,             0.11884,             0.10001,            0.057398,             0.00676,             0.01469,                0.98,             0.00051,              2.9949,             0.89474,              0.1009,             0.05473,             0.46128,              1.2314,              1.3017,              0.7658,                 0.2,              3.7879,                   0,             0.01443,             0.64036,             0.41978,                   0,             0.10764,             0.40746,                   0,                   0,                   0,                 0.5,             0.68963,                   0,                   0,              3.6874
          0.00077723,             0.10458,          0.00086575,          0.00027282,             0.11462,            0.089245,            0.050349,             0.00765,             0.01219,             0.95386,             0.00049,              3.1255,             0.91067,             0.11004,             0.05273,             0.46159,              1.0482,              1.0346,             0.87463,                 0.2,              4.0737,                   0,               0.015,             0.73925,             0.35505,                   0,             0.09453,             0.41554,                   0,                   0,                   0,                 0.5,             0.76374,                   0,                   0,              3.9157
                   0,                   0,                   0,                   0,             0.11365,            0.091003,            0.048257,             0.00804,             0.01165,             0.95954,             0.00048,              3.1255,             0.90547,             0.09758,              0.0523,             0.46159,             0.99395,              1.0716,             0.85899,                 0.2,              3.9669,                   0,             0.01478,             0.70197,             0.37701,                   0,             0.09573,             0.42056,                   0,                   0,                   0,                 0.5,             0.76718,                   0,                   0,              3.6375
                   0,                   0,                   0,                   0,             0.11121,            0.096652,            0.050343,             0.00767,             0.01242,             0.95859,             0.00048,              3.1255,             0.91419,             0.10712,             0.05104,             0.46159,              1.0482,              1.0861,             0.90641,                 0.2,              4.3078,                   0,             0.01441,             0.73844,             0.35505,                   0,             0.09604,             0.41773,                   0,                   0,                   0,                 0.5,             0.76464,                   0,                   0,              3.7337
          0.00075415,             0.10458,          0.00084923,          0.00026565,             0.11509,            0.086423,            0.047979,             0.00748,             0.01203,             0.95636,             0.00035,              2.8522,             0.91953,             0.11146,             0.05286,             0.45008,              1.0186,              1.0937,             0.78992,                 0.2,               4.195,                   0,             0.01665,             0.64271,             0.35505,                   0,             0.11283,             0.47777,                   0,                   0,                   0,                 0.5,             0.77754,                   0,                   0,              3.6681
                   0,                   0,                   0,                   0,             0.11581,            0.078026,            0.043941,             0.00748,             0.01367,             0.89069,             0.00051,              2.1999,             0.83044,             0.10287,              0.0523,             0.49282,             0.81043,              1.0906,             0.74207,                 0.2,              4.3984,                   0,             0.01414,             0.55226,              0.3382,                   0,             0.09433,             0.24507,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.2488
          6.4599e-05,            0.003268,          3.3224e-05,          9.9672e-06,             0.11389,            0.094934,            0.052062,              0.0075,             0.01221,              0.9556,             0.00048,              3.1668,             0.90745,             0.10941,              0.0523,             0.47668,              1.0498,              1.0789,             0.89595,                 0.2,              4.2233,                   0,             0.01478,              0.7404,             0.34885,                   0,             0.09505,             0.40998,                   0,                   0,                   0,                 0.5,             0.74514,                   0,                   0,              3.6405
          0.00082069,             0.12092,          0.00081858,          0.00017219,             0.10187,             0.11132,            0.044067,             0.00748,             0.01235,                0.98,             0.00048,              3.1255,                0.95,              0.1236,             0.04617,             0.46159,              0.8858,              1.3311,             0.89008,                 0.2,              4.0737,                   0,             0.01478,             0.73844,             0.31459,                   0,             0.09177,             0.46813,                   0,                   0,                   0,                 0.5,             0.67556,                   0,                   0,              3.0861
          0.00070979,             0.10458,          0.00073458,           0.0002375,              0.1294,             0.12996,            0.037764,               0.009,             0.01349,             0.95636,             0.00039,              3.6772,                0.95,             0.11077,             0.05963,             0.42444,             0.80815,              1.1856,              1.1454,                 0.2,              4.0737,                   0,             0.01602,             0.73844,             0.35505,                   0,             0.10693,             0.48965,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.5348
          0.00013591,            0.019231,          8.1244e-05,          1.1848e-05,             0.13062,            0.061296,            0.054188,             0.00863,             0.01347,             0.94536,             0.00048,              2.9832,                0.95,             0.10623,             0.06064,             0.49664,              1.0482,             0.69659,             0.89295,                 0.2,              3.5759,                   0,             0.01478,             0.73844,             0.39953,                   0,             0.09573,             0.37994,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              4.6342
           0.0001414,            0.019231,          8.1568e-05,          1.4477e-05,            0.092931,            0.091035,            0.048996,             0.00748,             0.01263,                0.98,              0.0004,              3.0953,             0.87145,             0.10447,             0.04258,             0.46159,              1.0128,              1.0386,             0.89295,                 0.2,              4.4096,                   0,             0.01044,             0.73844,             0.36842,                   0,             0.07254,             0.42056,                   0,                   0,                   0,                 0.5,             0.65494,                   0,                   0,              5.3108
          0.00088141,             0.10784,          0.00081231,          0.00026941,             0.10404,            0.095246,            0.042655,             0.00851,             0.01259,                0.98,              0.0005,              3.6138,             0.90745,             0.11715,             0.04787,             0.38354,              1.0737,             0.92352,              1.0732,                 0.2,              3.9367,                   0,             0.01399,             0.82769,             0.39151,                   0,             0.09573,             0.43137,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.8757
          0.00092081,           0.0098039,          0.00050463,          0.00021935,             0.11665,            0.084307,            0.052552,             0.00748,             0.01354,             0.93152,             0.00048,              3.4848,             0.81869,             0.11911,             0.05362,             0.45368,              1.1288,              1.0386,               0.818,                 0.2,              3.8626,                   0,             0.01478,             0.62551,             0.36086,                   0,              0.1035,             0.43469,                   0,                   0,                   0,                 0.5,             0.79265,                   0,                   0,              3.7486
          0.00070979,             0.10458,          0.00074597,          0.00023945,             0.11374,             0.12348,            0.040513,             0.00718,             0.01447,             0.95636,             0.00041,              2.7475,                0.95,              0.1293,              0.0523,             0.36419,              1.0741,              1.2432,               1.025,                 0.2,              4.2303,                   0,             0.01478,             0.73844,             0.33478,                   0,             0.10283,             0.36175,                   0,                   0,                   0,                 0.5,             0.80421,                   0,                   0,              3.7617
          0.00079519,             0.10458,           0.0007691,          0.00024906,             0.11597,            0.075181,            0.044185,              0.0073,             0.01269,             0.97725,             0.00048,              2.8537,                0.95,             0.11391,             0.05343,             0.43398,             0.96142,             0.94381,             0.79456,                 0.2,               3.992,                   0,             0.01433,             0.73844,             0.35505,                   0,             0.09573,             0.38945,                   0,                   0,                   0,                 0.5,             0.79551,                   0,                   0,              3.6885
           0.0008547,             0.10458,          0.00078094,          0.00025096,             0.13254,            0.071038,             0.05963,             0.00632,             0.01585,             0.95636,             0.00046,              3.1738,             0.90745,             0.09798,               0.061,             0.47913,              1.2318,              0.8792,             0.81046,                 0.2,              3.9026,                   0,             0.01412,             0.72565,              0.2431,                   0,             0.10296,             0.33503,                   0,                   0,                   0,                 0.5,             0.61696,                   0,                   0,              4.0981
          0.00073197,             0.10784,          0.00060486,          0.00021318,            0.086939,            0.082897,            0.034341,             0.00968,             0.01035,             0.94287,             0.00048,              3.2968,             0.64827,             0.12334,             0.04021,             0.45137,             0.65415,             0.92541,             0.89295,                 0.2,              3.9495,                   0,             0.01686,             0.80258,             0.40093,                   0,             0.11767,             0.25947,                   0,                   0,                   0,                 0.5,             0.96899,                   0,                   0,              5.5696
          0.00082632,             0.10784,             0.00109,          0.00029984,             0.12912,            0.091327,            0.052843,             0.00655,             0.01301,             0.92839,              0.0005,              3.3716,                0.95,             0.10698,             0.05946,             0.47741,              1.0674,              1.0386,             0.89295,                 0.2,              3.9621,                   0,             0.01478,             0.66096,             0.34702,                   0,             0.10205,             0.38957,                   0,                   0,                   0,                 0.5,             0.74399,                   0,                   0,              3.7617
                   0,                   0,                   0,                   0,             0.12172,            0.086815,            0.051928,             0.00748,             0.01235,             0.96502,              0.0005,              2.9493,             0.90502,             0.11099,               0.056,             0.46142,              1.0895,              1.0386,             0.84403,                 0.2,              3.9612,                   0,             0.01562,              0.6995,             0.36801,                   0,             0.09789,             0.41961,                   0,                   0,                   0,                 0.5,              0.8272,                   0,                   0,              4.0409
                   0,                   0,                   0,                   0,            0.095696,            0.098655,            0.049866,             0.00748,             0.01235,             0.91878,             0.00043,              3.2175,                0.95,               0.114,             0.04384,             0.44309,              1.0891,              1.0386,             0.97682,                 0.2,              4.4687,                   0,             0.01492,             0.70942,             0.35505,                   0,             0.09528,             0.44254,                   0,                   0,                   0,                 0.5,              0.8546,                   0,                   0,               4.634
          0.00073197,             0.10784,          0.00084757,          0.00026013,             0.11369,            0.091225,            0.050331,             0.00748,             0.01236,             0.95636,             0.00048,               3.128,             0.90745,             0.10948,              0.0523,             0.46172,              1.0473,              1.0384,             0.89309,                 0.2,              4.0736,                   0,             0.01479,             0.73769,             0.35493,                   0,             0.09578,             0.42038,                   0,                   0,                   0,                 0.5,               0.772,                   0,                   0,              3.7657
          0.00082069,             0.12092,          0.00072029,          0.00015203,             0.10453,            0.082381,            0.051193,             0.00698,                0.01,             0.97017,             0.00048,              2.9434,                0.95,             0.10941,             0.04739,             0.44815,              1.1096,              1.1128,             0.77034,                 0.2,              3.9545,                   0,             0.01556,             0.64542,             0.31381,                   0,             0.09526,             0.42056,                   0,                   0,                   0,                 0.5,             0.82591,                   0,                   0,              3.1713
          0.00077633,             0.11438,          0.00066528,          0.00014833,             0.10461,             0.08237,            0.046897,             0.00852,             0.01121,                0.98,             0.00051,              3.1255,             0.90745,             0.11263,             0.04734,             0.46159,             0.95886,              0.8832,              1.0126,                 0.2,              4.1662,                   0,             0.01132,             0.83543,             0.34858,                   0,             0.09479,             0.53447,                   0,                   0,                   0,                 0.5,             0.72974,                   0,                   0,              2.9174
           0.0008547,             0.10458,          0.00089067,          0.00028572,             0.11311,            0.091449,            0.050326,             0.00745,             0.01235,             0.95601,             0.00048,              3.1453,              0.9107,             0.10942,             0.05198,             0.45962,              1.0531,              1.0424,             0.89295,                 0.2,              4.1054,                   0,             0.01478,              0.7388,             0.35472,                   0,             0.09603,              0.4256,                   0,                   0,                   0,                 0.5,             0.77166,                   0,                   0,              3.7282
          0.00082069,             0.12092,          0.00072303,          0.00015255,             0.11918,            0.090964,            0.053834,             0.00748,             0.01209,             0.95636,             0.00046,              3.1993,             0.86694,             0.11063,             0.05396,             0.47389,              1.1019,              1.0674,             0.91212,                 0.2,              4.0502,                   0,             0.01406,              0.7834,             0.33195,                   0,             0.09573,             0.46155,                   0,                   0,                   0,                 0.5,             0.82185,                   0,                   0,              3.4001
          0.00091246,             0.10458,          0.00084766,          0.00028979,             0.11375,            0.091068,            0.048793,             0.00748,             0.01235,             0.93295,             0.00054,              3.8085,             0.87209,             0.09955,              0.0523,             0.43486,              1.0855,              1.0386,             0.89295,                 0.2,              4.0737,                   0,             0.01478,             0.81553,             0.35505,                   0,             0.09955,             0.42056,                   0,                   0,                   0,                 0.5,             0.90458,                   0,                   0,              4.4734
