   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
          0.00079851,             0.11765,          0.00070443,           0.0001506,            0.077227,             0.10021,            0.042851,             0.00748,             0.01325,             0.97718,             0.00048,              3.6499,             0.80221,             0.12809,             0.03501,             0.44473,              0.8963,              1.1629,             0.92843,                 0.2,              3.7887,                   0,             0.01622,             0.69011,             0.35505,                   0,             0.09573,             0.34176,                   0,                   0,                   0,                 0.5,             0.76982,                   0,                   0,              2.9203
                   0,                   0,                   0,                   0,             0.10632,             0.10127,            0.063402,             0.00801,             0.01238,                0.98,              0.0005,               2.949,                0.95,             0.10384,             0.04894,             0.50366,              1.2491,               1.044,                   1,                 0.2,              4.0737,                   0,             0.01325,             0.73844,             0.35505,                   0,             0.09573,             0.48521,                   0,                   0,                   0,                 0.5,             0.88682,                   0,                   0,              4.1947
                   0,                   0,                   0,                   0,              0.1163,            0.078854,            0.051903,             0.00751,             0.01137,             0.96492,             0.00044,               3.699,             0.90745,             0.10103,              0.0523,             0.46159,              1.0902,              1.0386,             0.78612,                 0.2,              4.4413,                   0,             0.01391,             0.80931,              0.3628,                   0,             0.06677,             0.37549,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              2.4784
          0.00082069,             0.12092,          0.00078894,          0.00016613,             0.12055,            0.095191,            0.051309,              0.0076,             0.01235,             0.93239,             0.00048,               3.412,             0.91455,             0.11467,             0.05454,             0.45014,              1.1066,              1.1352,             0.89295,                 0.2,              4.2958,                   0,             0.01402,             0.73015,             0.35505,                   0,             0.10207,             0.40041,                   0,                   0,                   0,                 0.5,             0.75077,                   0,                   0,              3.1435
          0.00014037,            0.019231,          8.4031e-05,          1.4897e-05,            0.099298,            0.090647,            0.048208,             0.00642,             0.01137,             0.95636,             0.00043,              3.0896,             0.84133,             0.11813,             0.04593,             0.46437,             0.98496,              1.0386,             0.89295,                 0.2,              3.5709,                   0,             0.01469,             0.73844,             0.35505,                   0,             0.10389,             0.42642,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              4.8843
                   0,                   0,                   0,                   0,             0.11479,            0.091323,            0.037387,             0.00748,             0.01235,             0.93404,             0.00057,              2.9552,             0.91356,             0.10665,              0.0523,             0.40105,             0.85988,             0.99895,             0.98289,                 0.2,              3.7296,                   0,             0.01478,              0.8654,             0.32613,                   0,             0.11519,             0.44284,                   0,                   0,                   0,                 0.5,             0.75923,                   0,                   0,                   2
          0.00078791,             0.10458,          0.00067006,          0.00021794,              0.1081,            0.088061,            0.050044,             0.00726,             0.01262,             0.95636,             0.00044,              3.1255,             0.90126,             0.11545,             0.04979,             0.45878,              1.0482,              1.0065,              0.8904,                 0.2,               3.775,                   0,             0.01478,             0.71846,             0.32105,                   0,             0.09698,             0.43536,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.7617
           0.0010684,             0.10784,           0.0009385,          0.00030279,             0.10607,            0.064743,            0.050993,             0.00832,                0.01,             0.96805,             0.00048,              3.6894,             0.87179,             0.13638,             0.04985,             0.46159,              1.0645,             0.85052,              0.7653,                 0.2,              3.0716,                   0,             0.01435,                0.69,             0.25383,                   0,             0.08907,             0.40833,                   0,                   0,                   0,                 0.5,             0.53391,                   0,                   0,              3.7617
          0.00079851,             0.11765,          0.00071861,          0.00015689,             0.10677,            0.096556,            0.048403,             0.00748,             0.01316,             0.97777,             0.00046,              3.1438,             0.85526,             0.10438,             0.04819,             0.46159,             0.99768,              1.0997,             0.94426,                 0.2,              4.4268,                   0,             0.01543,             0.76346,             0.34945,                   0,             0.09573,             0.40799,                   0,                   0,                   0,                 0.5,             0.78571,                   0,                   0,              2.9399
                   0,                   0,                   0,                   0,             0.11285,            0.092601,            0.050853,             0.00721,             0.01359,             0.94496,             0.00048,              2.7837,                0.95,             0.10941,             0.05193,             0.46159,              1.0613,              1.0386,             0.90728,                 0.2,              4.0785,                   0,             0.01329,             0.75101,             0.34238,                   0,             0.09068,              0.4664,                   0,                   0,                   0,                 0.5,             0.81048,                   0,                   0,              3.7891
                   0,                   0,                   0,                   0,             0.11671,            0.085412,            0.050887,             0.00711,             0.01256,             0.94704,             0.00048,               3.282,              0.9373,             0.10782,             0.05373,              0.4665,              1.0482,              1.0386,             0.82622,                 0.2,              3.9909,                   0,             0.01478,             0.74104,             0.35491,                   0,             0.09573,             0.41942,                   0,                   0,                   0,                 0.5,             0.77036,                   0,                   0,              3.9457
          0.00075693,             0.10458,          0.00084568,          0.00026202,             0.12136,            0.089976,            0.050352,             0.00478,             0.01294,              0.9417,             0.00051,              3.7299,             0.94767,             0.09455,             0.05571,             0.46159,              1.0482,              1.0248,             0.89295,                 0.2,              4.1959,                   0,             0.01751,             0.62112,             0.38349,                   0,             0.09098,             0.40001,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.7617
          0.00073058,             0.10131,          0.00075186,          0.00025209,             0.11622,            0.092796,            0.047114,             0.00827,             0.01277,                0.98,             0.00051,              3.1628,              0.7891,             0.11373,             0.05341,             0.41047,              1.1162,              1.0598,             0.89295,                 0.2,              3.9678,                   0,             0.01456,             0.72094,             0.31415,                   0,             0.09079,             0.41748,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.7617
          0.00077633,             0.11438,           0.0006644,          0.00014718,             0.11568,            0.075061,            0.055586,             0.00868,             0.01235,             0.95636,             0.00047,              2.6292,                0.95,               0.097,             0.05271,             0.44354,              1.2424,              0.9884,             0.79218,                 0.2,              3.7315,                   0,             0.01397,              0.6342,              0.3946,                   0,             0.09573,             0.43639,                   0,                   0,                   0,                 0.5,             0.72808,                   0,                   0,              2.9761
          0.00082069,             0.12092,          0.00079726,          0.00016669,             0.10359,            0.084937,            0.049866,             0.00797,             0.01238,             0.93346,             0.00043,              2.6864,             0.90404,             0.09626,             0.04682,             0.45949,              1.0414,             0.99793,             0.90968,                 0.2,              4.3327,                   0,             0.01478,             0.67715,             0.35505,                   0,             0.08826,             0.42056,                   0,                   0,                   0,                 0.5,             0.77275,                   0,                   0,              3.0076
          0.00077633,             0.11438,          0.00071149,          0.00015395,             0.11485,            0.061938,            0.056804,             0.00748,             0.01099,                0.98,              0.0004,              3.3723,                0.95,             0.12599,             0.05209,             0.46159,              1.2151,              1.0386,             0.59213,                 0.2,              4.0737,                   0,             0.01436,             0.61016,             0.35818,                   0,             0.10797,             0.46325,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              2.9281
          0.00014908,            0.019231,          8.4908e-05,          1.5145e-05,             0.11379,            0.094156,            0.050364,             0.00762,             0.01235,                0.98,             0.00042,              3.1255,             0.87931,             0.10204,              0.0523,             0.46159,              1.0482,              1.1196,             0.84893,                 0.2,              4.0737,                   0,             0.01458,             0.83164,             0.33451,                   0,             0.08941,              0.3366,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              4.6618
                   0,                   0,                   0,                   0,             0.11711,              0.0906,            0.053572,             0.00574,             0.01235,             0.97203,             0.00044,              3.7675,             0.78759,             0.11503,             0.05317,             0.47019,              1.1078,              1.0386,             0.94111,                 0.2,              3.6397,                   0,             0.01745,             0.81863,             0.41483,                   0,             0.09573,             0.46335,                   0,                   0,                   0,                 0.5,             0.60287,                   0,                   0,              2.4082
          0.00075415,             0.10458,          0.00068537,          0.00022544,             0.11366,            0.091502,            0.051743,             0.00763,             0.01235,             0.95219,             0.00049,              3.1217,              0.9014,              0.1082,              0.0523,             0.46159,              1.0842,              1.0336,             0.90182,                 0.2,              4.0344,                   0,             0.01478,             0.74574,             0.35505,                   0,             0.09648,             0.42981,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,               3.784
                   0,                   0,                   0,                   0,             0.12812,             0.08642,            0.046009,             0.00667,              0.0144,                0.98,             0.00048,              3.6368,             0.90745,             0.08943,             0.05989,             0.45015,             0.96599,              1.0386,             0.84474,                 0.2,              3.2694,                   0,             0.01865,             0.61818,             0.40707,                   0,              0.0994,             0.43696,                   0,                   0,                   0,                 0.5,             0.80626,                   0,                   0,                   4
          0.00082069,             0.12092,          0.00071288,          0.00015107,             0.11514,            0.062877,            0.049371,             0.00841,             0.01308,             0.96812,             0.00048,              3.1255,                0.95,             0.11466,              0.0523,             0.46159,              1.0229,             0.95337,             0.66801,                 0.2,                3.93,                   0,             0.01282,                 0.9,              0.3165,                   0,             0.09573,             0.42607,                   0,                   0,                   0,                 0.5,             0.87929,                   0,                   0,              2.9977
          0.00076256,             0.10458,          0.00077971,          0.00024519,            0.094951,            0.093868,            0.059256,             0.00742,                0.01,             0.95636,             0.00043,               3.032,                0.95,             0.10941,             0.04351,             0.54336,              1.0482,              1.0678,             0.89295,                 0.2,               4.422,                   0,             0.01029,             0.60149,             0.35505,                   0,             0.09242,             0.41203,                   0,                   0,                   0,                 0.5,               0.618,                   0,                   0,              4.1034
          0.00014245,            0.019231,          8.3577e-05,           1.487e-05,             0.12489,            0.099128,            0.045063,             0.00744,             0.01159,             0.94159,             0.00052,               3.286,                0.95,             0.10875,             0.05743,             0.44733,             0.94844,              1.1265,             0.89295,                 0.2,              4.1534,                   0,             0.01505,             0.63077,             0.36762,                   0,             0.09573,             0.42056,                   0,                   0,                   0,                 0.5,              0.8035,                   0,                   0,              4.6303
          0.00088319,             0.10131,          0.00076684,          0.00026385,              0.1086,            0.083989,            0.052808,             0.00672,             0.01285,             0.96293,             0.00046,              2.9564,             0.82596,             0.10941,             0.04988,             0.47542,               1.072,             0.99852,             0.85302,                 0.2,              4.0737,                   0,             0.01408,             0.73455,              0.3501,                   0,             0.08909,             0.43777,                   0,                   0,                   0,                 0.5,             0.81645,                   0,                   0,              3.8058
           0.0007654,             0.10458,           0.0007755,          0.00024778,             0.12598,            0.090403,            0.049349,             0.00748,             0.01206,             0.97113,             0.00048,               3.169,             0.90745,              0.1077,               0.058,             0.49008,             0.94813,              1.0787,             0.84436,                 0.2,              4.0737,                   0,             0.01478,             0.72115,             0.39317,                   0,             0.10129,             0.39601,                   0,                   0,                   0,                 0.5,             0.85474,                   0,                   0,              3.8829
          0.00082069,             0.12092,          0.00081653,          0.00016986,             0.11862,              0.1049,            0.050761,             0.00826,             0.01235,                0.98,             0.00063,              2.8127,             0.81303,               0.124,             0.05324,             0.46524,              1.0482,              1.2158,             0.92241,                 0.2,              4.7848,                   0,             0.01066,             0.73844,             0.41302,                   0,             0.08438,             0.39366,                   0,                   0,                   0,                 0.5,             0.63611,                   0,                   0,              3.2997
                   0,                   0,                   0,                   0,             0.15278,             0.11145,            0.046165,             0.00815,             0.01648,                0.98,             0.00041,              2.4611,             0.87819,             0.12976,             0.06969,             0.42333,              1.0482,              1.2038,             0.94528,                 0.2,              5.0129,                   0,             0.01561,             0.71156,             0.35505,                   0,             0.06998,             0.42056,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.7617
          0.00070979,             0.10458,          0.00080693,           0.0002572,             0.13294,            0.076518,            0.043318,             0.00748,             0.01235,             0.92377,             0.00049,              3.1255,                0.95,             0.10153,             0.06113,             0.39712,              1.0482,             0.86871,             0.89295,                 0.2,              4.2317,                   0,             0.01478,             0.75726,             0.35505,                   0,             0.06959,             0.48064,                   0,                   0,                   0,                 0.5,             0.80697,                   0,                   0,              3.7617
          0.00075425,             0.10458,          0.00093633,          0.00028812,             0.11466,            0.062451,            0.045699,             0.00748,             0.01633,                0.98,             0.00048,              3.1255,             0.90745,              0.0944,              0.0523,             0.47337,             0.89887,              1.0386,             0.56648,                 0.2,              4.9053,                   0,             0.01478,             0.73844,             0.37058,                   0,             0.11153,             0.22613,                   0,                   0,                   0,                 0.5,             0.61422,                   0,                   0,                4.27
                   0,                   0,                   0,                   0,             0.11263,            0.090778,            0.050476,             0.00736,              0.0124,             0.95299,             0.00048,              3.1409,             0.88923,             0.10941,             0.05175,             0.46159,              1.0514,              1.0354,             0.89302,                 0.2,              4.1177,                   0,             0.01507,             0.73479,             0.35505,                   0,             0.09568,             0.41998,                   0,                   0,                   0,                 0.5,             0.74583,                   0,                   0,              4.0196
          0.00071225,             0.10458,           0.0013016,          0.00039852,             0.11356,             0.08683,            0.051438,             0.00866,             0.01235,             0.95636,             0.00044,              3.1255,             0.93255,             0.10562,              0.0523,             0.46159,              1.0764,             0.98007,             0.90061,                 0.2,              3.9787,                   0,             0.01194,             0.72202,             0.35505,                   0,             0.09573,             0.40014,                   0,                   0,                   0,                 0.5,              0.6504,                   0,                   0,               3.771
          0.00073197,             0.10784,          0.00075437,          0.00023418,             0.11378,             0.09624,            0.051209,             0.00748,              0.0114,             0.95249,             0.00046,              3.1255,                0.95,             0.11435,              0.0523,             0.46736,              1.0541,              1.0937,             0.89345,                 0.2,               4.226,                   0,             0.01478,             0.73844,             0.36776,                   0,             0.09427,              0.4347,                   0,                   0,                   0,                 0.5,             0.76476,                   0,                   0,              4.2763
          0.00083283,             0.10784,          0.00077221,           0.0002474,            0.094548,             0.11627,              0.0411,             0.00775,             0.01084,                0.98,             0.00043,              3.8077,                0.95,             0.10941,             0.04351,             0.39166,             0.99874,              1.1762,              1.0236,                 0.2,              3.8911,                   0,             0.01435,              0.5737,             0.35505,                   0,             0.09573,             0.42056,                   0,                   0,                   0,                 0.5,              0.7427,                   0,                   0,               4.092
                   0,                   0,                   0,                   0,            0.099111,             0.10239,            0.048884,             0.00748,             0.01263,                0.98,             0.00048,              3.6459,              0.8302,             0.11448,             0.04545,             0.48399,             0.95172,               1.117,              0.9418,                 0.2,              4.2107,                   0,             0.01589,              0.7679,             0.36288,                   0,             0.09843,             0.45412,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.5936
          0.00072483,             0.10458,           0.0007712,          0.00024453,             0.12049,             0.13005,            0.040825,             0.00612,             0.01235,             0.90906,             0.00049,               3.065,             0.90745,             0.09572,              0.0554,             0.37587,              1.0426,              1.2499,              1.0851,                 0.2,              4.0737,                   0,             0.01462,             0.63001,             0.35505,                   0,             0.10918,             0.42056,                   0,                   0,                   0,                 0.5,             0.81385,                   0,                   0,              3.7617
                   0,                   0,                   0,                   0,             0.11382,            0.095602,            0.048775,             0.00724,             0.01224,             0.94159,              0.0005,              3.1255,             0.88825,             0.11644,              0.0523,              0.4508,              1.0377,              1.0719,             0.91027,                 0.2,              4.1248,                   0,             0.01535,             0.73844,             0.34841,                   0,             0.09149,             0.42056,                   0,                   0,                   0,                 0.5,             0.72188,                   0,                   0,              3.9099
          0.00071473,             0.10458,           0.0011438,          0.00031363,             0.11655,            0.096188,              0.0546,             0.00721,              0.0128,             0.95909,             0.00047,              2.6293,             0.89684,             0.11215,             0.05362,             0.50055,              1.0482,              1.0962,             0.89295,                 0.2,              4.0464,                   0,             0.01482,             0.73606,             0.35505,                   0,             0.09573,             0.41588,                   0,                   0,                   0,                 0.5,             0.77112,                   0,                   0,              3.7617
          0.00068761,             0.10131,           0.0010743,          0.00033622,            0.096428,             0.12291,            0.057259,             0.00582,             0.01384,             0.88684,             0.00043,              2.9366,                0.95,             0.12536,             0.04435,             0.46159,              1.2267,              1.3439,              0.9382,                 0.2,              3.8447,                   0,             0.01573,             0.68595,             0.26339,                   0,             0.08822,             0.36945,                   0,                   0,                   0,                 0.5,             0.64083,                   0,                   0,              3.6002
          0.00082069,             0.12092,          0.00082967,          0.00017561,             0.12797,            0.081889,            0.048404,             0.00748,             0.01068,             0.97761,              0.0005,              3.1307,             0.90745,             0.10961,             0.05825,             0.46159,             0.99796,             0.99872,             0.86938,                 0.2,              3.7294,                   0,              0.0157,             0.89376,             0.35505,                   0,             0.09363,             0.40781,                   0,                   0,                   0,                 0.5,             0.86355,                   0,                   0,              3.4641
          0.00082069,             0.12092,          0.00072179,          0.00015144,             0.11591,            0.095299,            0.059876,             0.00742,             0.01345,             0.92044,             0.00053,              3.8626,             0.90745,             0.11528,              0.0523,             0.46159,               1.294,              1.2177,             0.82503,                 0.2,              4.4543,                   0,             0.01127,             0.69898,             0.48609,                   0,             0.11102,             0.51904,                   0,                   0,                   0,                 0.5,             0.72249,                   0,                   0,              3.3476
          0.00070979,             0.10458,          0.00070406,          0.00021953,             0.09888,            0.092594,            0.047305,             0.00669,             0.01333,             0.95636,             0.00047,              3.1255,             0.91918,             0.10941,             0.04533,             0.48567,             0.90889,              1.0386,             0.90952,                 0.2,              4.3291,                   0,             0.01286,             0.73844,             0.30722,                   0,             0.10421,             0.45568,                   0,                   0,                   0,                 0.5,             0.80365,                   0,                   0,              3.7617
          0.00070979,             0.10458,          0.00073383,          0.00023276,            0.093758,            0.096886,            0.029812,             0.00809,             0.01319,             0.97454,             0.00047,              3.1255,                0.95,             0.11099,             0.04306,              0.3134,             0.88158,              1.0963,             0.89929,                 0.2,              4.2504,                   0,             0.01638,              0.8249,             0.33063,                   0,             0.11006,             0.52638,                   0,                   0,                   0,                 0.5,             0.78689,                   0,                   0,              3.7617
           0.0013492,             0.10458,           0.0013212,          0.00042897,             0.12709,            0.088056,            0.050348,             0.00748,             0.01104,                0.98,             0.00052,              2.1083,             0.90745,             0.10184,             0.05835,             0.46159,              1.0482,              1.0017,             0.89295,                 0.2,              4.2788,                   0,             0.01498,             0.73844,             0.31691,                   0,             0.09573,             0.41009,                   0,                   0,                   0,                 0.5,             0.72703,                   0,                   0,              3.7617
          0.00074592,             0.10458,          0.00076262,          0.00024742,             0.13059,              0.1323,            0.048879,             0.00634,             0.01481,                0.98,             0.00041,              3.1301,                0.95,             0.07868,             0.05956,             0.46739,             0.99488,              1.1141,              1.2514,                 0.2,              5.0239,                   0,             0.01224,             0.83656,             0.36671,                   0,             0.08086,             0.41933,                   0,                   0,                   0,                 0.5,             0.80083,                   0,                   0,              3.6646
          0.00079851,             0.11765,          0.00068864,          0.00014931,             0.14173,             0.12732,            0.046911,             0.00595,             0.01485,             0.97157,             0.00044,              3.1301,             0.92199,             0.08105,             0.06364,             0.46444,             0.95159,              1.1582,              1.2081,                 0.2,              4.9421,                   0,             0.01316,             0.88902,             0.38003,                   0,             0.08654,             0.44255,                   0,                   0,                   0,                 0.5,             0.81721,                   0,                   0,              3.0633
          0.00082069,             0.12092,          0.00072179,          0.00015144,             0.14174,             0.12243,             0.04591,             0.00553,             0.01387,             0.86478,             0.00044,              4.2021,                0.95,             0.07868,              0.0635,             0.48979,             0.86486,              1.2925,              1.0231,                 0.2,              5.5994,                   0,             0.01475,                 0.9,             0.38003,                   0,             0.08291,             0.42794,                   0,                   0,                   0,                 0.5,             0.78678,                   0,                   0,              3.2818
          0.00082069,             0.12092,          0.00071441,          0.00015298,             0.14136,             0.11965,             0.03665,             0.00521,             0.01301,             0.93458,             0.00032,              3.1157,                0.95,             0.07861,             0.06375,             0.34433,              1.0164,              1.0172,              1.3027,                 0.2,              4.6476,                   0,             0.01336,             0.88356,             0.37334,                   0,              0.0757,             0.34172,                   0,                   0,                   0,                 0.5,             0.86458,                   0,                   0,              2.6537
          0.00082069,             0.12092,          0.00072311,          0.00015234,             0.13216,             0.11719,            0.046524,              0.0063,              0.0129,             0.97591,             0.00046,              3.1301,                0.95,             0.07205,             0.05927,             0.45556,              0.9649,              1.0316,              1.2539,                 0.2,              5.2873,                   0,             0.01288,                 0.9,             0.35544,                   0,             0.08291,             0.45487,                   0,                   0,                   0,                 0.5,             0.82518,                   0,                   0,               3.408
          0.00075693,             0.10458,          0.00081789,          0.00026108,             0.13334,             0.19711,             0.03841,             0.00544,             0.01278,                0.98,             0.00046,               3.188,                0.95,              0.0873,             0.06083,             0.43668,             0.79626,               1.195,              1.7961,                 0.2,              4.7114,                   0,             0.01336,             0.73189,             0.40803,                   0,             0.08786,             0.44388,                   0,                   0,                   0,                 0.5,             0.64985,                   0,                   0,              3.6646
                   0,                   0,                   0,                   0,             0.13339,             0.16868,            0.047801,             0.00649,             0.01131,             0.92172,              0.0005,              3.6402,                0.95,             0.08111,             0.06052,             0.51433,             0.85655,              1.3762,              1.3557,                 0.2,              4.0468,                   0,             0.01336,             0.83824,             0.42645,                   0,             0.08291,             0.38035,                   0,                   0,                   0,                 0.5,             0.75958,                   0,                   0,              2.3854
                   0,                   0,                   0,                   0,             0.12793,             0.11193,            0.057696,             0.00784,             0.01398,             0.94436,             0.00033,              1.8727,                0.95,              0.0883,             0.05756,             0.49819,              1.1311,              1.0068,              1.2089,                 0.2,              4.9432,                   0,             0.01336,             0.79644,             0.36836,                   0,             0.07756,             0.42655,                   0,                   0,                   0,                 0.5,             0.72318,                   0,                   0,              2.4713
          0.00073197,             0.10784,          0.00066364,          0.00022838,             0.12473,              0.1674,            0.050584,             0.00493,              0.0135,             0.96927,             0.00046,              2.4833,                0.95,              0.0914,              0.0573,             0.47541,              1.0164,              1.2561,               1.388,                 0.2,              4.9421,                   0,             0.01704,                 0.9,             0.39879,                   0,             0.08447,             0.43465,                   0,                   0,                   0,                 0.5,             0.81721,                   0,                   0,              6.1405
          0.00072483,             0.10458,          0.00076049,          0.00024062,              0.1336,             0.14682,            0.050324,             0.00629,             0.01486,             0.96552,             0.00046,              3.1331,                0.95,             0.07768,             0.06091,             0.47476,              1.0119,              1.1518,              1.3557,                 0.2,              4.9014,                   0,             0.01325,             0.87956,             0.37485,                   0,             0.08266,             0.43174,                   0,                   0,                   0,                 0.5,             0.81084,                   0,                   0,              3.6963
          0.00080128,             0.10458,          0.00077936,          0.00025015,             0.13336,             0.14694,            0.050599,              0.0063,             0.01485,                0.97,             0.00046,              3.1348,             0.94861,              0.0789,             0.06083,             0.47541,               1.017,                1.15,              1.3572,                 0.2,              4.9421,                   0,             0.01336,             0.88281,              0.3812,                   0,             0.08274,              0.4356,                   0,                   0,                   0,                 0.5,             0.81671,                   0,                   0,              3.6646
          0.00079851,             0.11765,          0.00073194,          0.00015607,             0.12411,             0.10649,             0.04884,              0.0073,             0.01466,             0.97312,             0.00039,              3.1301,                0.95,             0.08761,             0.05582,             0.45888,              1.0164,              0.9735,              1.1963,                 0.2,              4.9421,                   0,             0.01589,             0.88356,             0.48221,                   0,             0.09558,             0.34745,                   0,                   0,                   0,                 0.5,             0.66309,                   0,                   0,              3.3051
          0.00091184,             0.10458,          0.00083153,          0.00026387,             0.13362,             0.16233,            0.039112,             0.00478,             0.01739,             0.90222,             0.00055,              2.5958,                0.95,             0.07868,             0.06083,             0.46403,             0.75248,              1.1489,              1.5214,                 0.2,              5.0984,                   0,             0.01258,             0.87631,             0.30097,                   0,             0.08291,             0.43999,                   0,                   0,                   0,                 0.5,             0.95027,                   0,                   0,              3.6646
          0.00079851,             0.11765,          0.00070195,          0.00015086,             0.10165,             0.16522,            0.049563,              0.0063,             0.01249,             0.87783,             0.00043,              3.1417,             0.81386,             0.08625,             0.04569,             0.47975,             0.97905,              1.3123,              1.4187,                 0.2,              4.6149,                   0,             0.01703,             0.88356,             0.34362,                   0,             0.07635,              0.3066,                   0,                   0,                   0,                 0.5,             0.84182,                   0,                   0,              3.3699
          0.00070979,             0.10458,          0.00072524,          0.00023049,             0.13333,             0.14579,            0.050458,              0.0063,             0.01485,             0.96927,             0.00046,              3.0991,                0.95,             0.07923,             0.06083,             0.47429,              1.0164,               1.142,              1.3557,                 0.2,              4.9646,                   0,             0.01338,             0.87725,             0.38029,                   0,             0.08291,             0.43224,                   0,                   0,                   0,                 0.5,              0.8142,                   0,                   0,              3.6594
          0.00014037,            0.019231,          7.9699e-05,          1.4271e-05,             0.13243,             0.12314,             0.05067,             0.00618,             0.01361,                0.98,             0.00046,              3.5467,             0.84639,              0.0962,             0.06083,             0.55145,             0.84289,              1.1489,              1.1219,                 0.2,               4.027,                   0,             0.01364,                 0.9,             0.49317,                   0,             0.08291,             0.43377,                   0,                   0,                   0,                 0.5,             0.76563,                   0,                   0,              4.7873
                   0,                   0,                   0,                   0,              0.1335,             0.15549,            0.049368,             0.00689,             0.01446,             0.96927,             0.00044,              3.2137,             0.94918,             0.09015,             0.06083,             0.44854,              1.0604,              1.2181,              1.3557,                 0.2,              5.7638,                   0,             0.01379,                 0.9,             0.35768,                   0,             0.07726,             0.43004,                   0,                   0,                   0,                 0.5,             0.69826,                   0,                   0,              4.3069
          0.00076256,             0.10458,           0.0010952,          0.00033371,             0.13382,             0.14637,            0.050386,             0.00629,             0.01486,              0.9685,             0.00046,              3.1301,                0.95,             0.07877,             0.06104,             0.47401,              1.0154,               1.146,              1.3557,                 0.2,              4.9502,                   0,             0.01334,             0.88368,             0.38175,                   0,             0.08346,             0.43919,                   0,                   0,                   0,                 0.5,             0.81341,                   0,                   0,              3.6646
                   0,                   0,                   0,                   0,              0.1423,             0.12426,            0.048726,             0.00619,              0.0122,             0.96927,             0.00054,              3.2566,             0.88835,             0.07963,             0.06483,             0.49374,             0.92445,              1.1279,              1.1542,                 0.2,              4.9421,                   0,             0.01407,             0.78901,             0.35465,                   0,             0.07597,             0.40949,                   0,                   0,                   0,                 0.5,             0.73718,                   0,                   0,              3.6646
          0.00071225,             0.10458,          0.00096529,          0.00030095,             0.12983,             0.15589,            0.055119,             0.00605,             0.01499,             0.97003,             0.00046,              3.0412,                0.95,             0.07453,             0.05921,              0.5057,              1.0476,              1.2299,               1.348,                 0.2,              4.8629,                   0,             0.01336,             0.89141,             0.40545,                   0,             0.08291,             0.44538,                   0,                   0,                   0,                 0.5,             0.84865,                   0,                   0,              3.8434
          0.00082069,             0.12092,          0.00080326,          0.00016948,             0.15343,             0.17306,            0.038334,              0.0063,             0.01358,             0.95306,             0.00052,               2.873,                0.95,             0.07963,               0.069,             0.36323,              1.0056,              1.3128,              1.4726,                 0.2,              4.9203,                   0,             0.01336,             0.76289,             0.38003,                   0,             0.08291,             0.29801,                   0,                   0,                   0,                 0.5,             0.81721,                   0,                   0,              3.2796
          0.00080128,             0.10458,          0.00089479,           0.0002853,             0.11697,             0.10503,            0.045833,             0.00645,             0.01485,             0.94404,              0.0004,              3.2211,                0.95,             0.07868,             0.05333,             0.45855,             0.93963,             0.98563,              1.1093,                 0.2,              4.8784,                   0,              0.0103,             0.70866,             0.43199,                   0,             0.08877,             0.40564,                   0,                   0,                   0,                 0.5,             0.72784,                   0,                   0,              3.6646
          0.00076827,             0.10458,          0.00074365,          0.00023792,             0.14204,             0.13826,            0.048308,              0.0061,             0.01515,             0.97576,             0.00046,              3.1746,             0.87384,             0.07909,             0.06474,             0.46138,             0.99625,              1.0849,              1.3557,                 0.2,              4.7938,                   0,             0.01297,             0.87198,             0.36977,                   0,             0.07812,             0.43194,                   0,                   0,                   0,                 0.5,              0.8206,                   0,                   0,              3.8936
          0.00071378,             0.10458,           0.0015172,          0.00050894,              0.1341,             0.14618,             0.04974,              0.0063,             0.01468,             0.97471,             0.00046,              3.1301,             0.93284,             0.07807,             0.06117,             0.46753,              1.0164,              1.1486,                1.35,                 0.2,              4.9421,                   0,             0.01319,              0.8727,             0.37329,                   0,             0.08053,             0.43861,                   0,                   0,                   0,                 0.5,             0.81546,                   0,                   0,              3.5301
          0.00085115,             0.10458,          0.00094861,          0.00028246,             0.12362,             0.08874,            0.048083,             0.00735,             0.01131,                0.98,             0.00053,              2.1083,             0.89036,             0.10584,             0.05672,              0.4427,              1.0428,              1.0095,             0.89295,                 0.2,              4.3159,                   0,             0.01496,             0.75524,             0.32266,                   0,             0.09541,             0.40136,                   0,                   0,                   0,                 0.5,             0.71589,                   0,                   0,              3.7617
