               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   1,             0.12004,             0.11647,            0.059581,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.4249e-05,          4.4249e-05,            0.086868
                   1,             0.12004,             0.11647,            0.059581,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.4249e-05,          4.4249e-05,            0.086868
                   1,             0.12004,             0.11647,            0.059581,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.4249e-05,          4.4249e-05,            0.086868
                   2,               0.119,             0.12285,            0.059435,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          6.6153e-05,          6.6153e-05,            0.086628
                   2,               0.119,             0.12285,            0.059435,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          6.6153e-05,          6.6153e-05,            0.086628
                   2,               0.119,             0.12285,            0.059435,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          6.6153e-05,          6.6153e-05,            0.086628
                   2,               0.119,             0.12285,            0.059435,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          6.6153e-05,          6.6153e-05,            0.086628
                   3,             0.11727,             0.11579,            0.059307,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           8.101e-05,           8.101e-05,            0.086381
                   3,             0.11727,             0.11579,            0.059307,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           8.101e-05,           8.101e-05,            0.086381
                   3,             0.11727,             0.11579,            0.059307,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           8.101e-05,           8.101e-05,            0.086381
                   3,             0.11727,             0.11579,            0.059307,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           8.101e-05,           8.101e-05,            0.086381
                   4,             0.11421,             0.11552,            0.059348,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.7146e-05,          8.7146e-05,            0.086126
                   4,             0.11421,             0.11552,            0.059348,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.7146e-05,          8.7146e-05,            0.086126
                   4,             0.11421,             0.11552,            0.059348,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.7146e-05,          8.7146e-05,            0.086126
                   4,             0.11421,             0.11552,            0.059348,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.7146e-05,          8.7146e-05,            0.086126
                   5,             0.11483,             0.11714,            0.059242,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.4341e-05,          8.4341e-05,            0.085861
                   5,             0.11483,             0.11714,            0.059242,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.4341e-05,          8.4341e-05,            0.085861
                   5,             0.11483,             0.11714,            0.059242,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.4341e-05,          8.4341e-05,            0.085861
                   5,             0.11483,             0.11714,            0.059242,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.4341e-05,          8.4341e-05,            0.085861
                   6,             0.11299,             0.11975,            0.059072,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          7.3955e-05,          7.3955e-05,            0.085589
                   6,             0.11299,             0.11975,            0.059072,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          7.3955e-05,          7.3955e-05,            0.085589
                   6,             0.11299,             0.11975,            0.059072,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          7.3955e-05,          7.3955e-05,            0.085589
                   6,             0.11299,             0.11975,            0.059072,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          7.3955e-05,          7.3955e-05,            0.085589
                   7,             0.11452,             0.13769,            0.059043,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          5.8833e-05,          5.8833e-05,            0.085312
                   7,             0.11452,             0.13769,            0.059043,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          5.8833e-05,          5.8833e-05,            0.085312
                   7,             0.11452,             0.13769,            0.059043,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          5.8833e-05,          5.8833e-05,            0.085312
                   7,             0.11452,             0.13769,            0.059043,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          5.8833e-05,          5.8833e-05,            0.085312
                   8,             0.11107,              0.1179,            0.058875,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.2988e-05,          4.2988e-05,            0.085034
                   8,             0.11107,              0.1179,            0.058875,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.2988e-05,          4.2988e-05,            0.085034
                   8,             0.11107,              0.1179,            0.058875,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.2988e-05,          4.2988e-05,            0.085034
                   8,             0.11107,              0.1179,            0.058875,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.2988e-05,          4.2988e-05,            0.085034
                   9,             0.11302,             0.12271,            0.058825,                   0,                   0,                   0,                   0,             0.10715,             0.10217,            0.058713,          3.1106e-05,          3.1106e-05,            0.084761
                   9,             0.11302,             0.12271,            0.058825,                   0,                   0,                   0,                   0,             0.10715,             0.10217,            0.058713,          3.1106e-05,          3.1106e-05,            0.084761
                   9,             0.11302,             0.12271,            0.058825,                   0,                   0,                   0,                   0,             0.10715,             0.10217,            0.058713,          3.1106e-05,          3.1106e-05,            0.084761
                   9,             0.11302,             0.12271,            0.058825,                   0,                   0,                   0,                   0,             0.10715,             0.10217,            0.058713,          3.1106e-05,          3.1106e-05,            0.084761
                   0,             0.12034,             0.11294,            0.060374,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            1.82e-05,            1.82e-05,            0.086844
                   0,             0.12034,             0.11294,            0.060374,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            1.82e-05,            1.82e-05,            0.086844
                   0,             0.12034,             0.11294,            0.060374,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            1.82e-05,            1.82e-05,            0.086844
